,IndexX,IndexY,ImageX,ImageY,R,oldG,oldB,RX,RY,Well_ID,Hash,G,B
836,8,2,44,355,17018.736,6505.280000000002,5814.612,44.0,355.0,31.0,-8822299022953656220,6388.987760000002,5359.2424
837,8,2,837,396,227.136,16396.6,19180.012000000002,837.0,396.0,270.0,-8822299023271714597,16012.999759999999,18032.250000000004
838,8,2,632,330,20222.775999999994,7690.84,6934.095999999999,632.0,330.0,92.0,-8822299023027054307,7552.15808,6395.737199999999
839,8,2,546,282,277.256,18024.84,20531.920000000006,546.0,282.0,3.0,-8822299022958316416,17614.2016,19270.181200000006
840,8,2,926,285,18620.503999999997,3750.4,8195.972,926.0,285.0,122.0,-8822299023062005777,3586.48056,7933.4439999999995
842,8,2,546,306,278.15199999999993,18275.8,20936.656000000003,546.0,306.0,3.0,-8822299022958316416,17857.06688,19657.350000000002
843,8,2,458,309,23289.056000000004,4559.24,9729.576,458.0,309.0,332.0,-8822299023343947635,4364.64848,9410.429199999999
844,8,2,635,309,1456.5600000000002,1409.72,22635.976000000006,635.0,309.0,92.0,-8822299023027054307,957.0004799999999,22537.295600000005
845,8,2,897,312,237.43999999999994,15293.0,17892.839999999997,897.0,312.0,353.0,-8822299023366083566,14935.1432,16822.329999999998
846,8,2,866,316,225.008,15976.560000000001,18305.464,866.0,316.0,131.0,-8822299023107442688,15610.45072,17187.1048
847,8,2,368,332,19780.096000000005,7433.040000000001,6651.147999999999,368.0,332.0,273.0,-8822299023235598078,7300.017040000001,6130.8351999999995
848,8,2,14,355,267.176,14687.479999999996,16885.488000000005,14.0,355.0,336.0,-8822299023311326263,14349.770239999996,15857.364400000006
851,8,2,574,331,23246.664,4612.879999999999,9899.779999999997,574.0,331.0,105.0,-8822299023077151414,4414.884399999999,9576.878399999998
854,8,2,485,334,23344.271999999997,4648.120000000001,9919.364,485.0,334.0,329.0,-8822299023338122390,4449.732720000001,9593.9956
855,8,2,748,337,222.20799999999997,17401.440000000002,20208.308,748.0,337.0,32.0,-8822299022994432935,16997.27384,18990.2072
856,8,2,72,350,22130.192,5368.12,9341.568,72.0,350.0,286.0,-8822299023253073813,5181.28864,8965.799599999998
858,8,2,954,398,270.81600000000003,13215.520000000002,15695.011999999999,954.0,398.0,39.0,-8822299023000258180,12901.619760000001,14769.925599999999
859,8,2,896,502,239.11999999999998,14883.119999999999,17454.920000000002,896.0,502.0,315.0,-8822299023284530136,14534.021599999998,16413.1016
860,8,2,395,484,18743.928,7008.879999999999,6431.848000000001,395.0,484.0,41.0,-8822299023002588278,6880.243039999999,5941.2264000000005
862,8,2,337,463,289.52000000000004,17333.52,20261.008,337.0,463.0,129.0,-8822299023105112590,16928.29984,19047.661600000003
863,8,2,572,464,19414.415999999994,7317.759999999999,6715.883999999999,572.0,464.0,116.0,-8822299023055015483,7183.442319999999,6203.640799999999
864,8,2,632,466,238.72799999999998,17091.96,20133.236000000008,632.0,466.0,6.0,-8822299022964141661,16689.29528,18936.798800000008
865,8,2,774,471,18670.624000000003,7141.240000000001,6506.852,774.0,471.0,235.0,-8822299023228607784,7011.102960000001,6006.9652
866,8,2,807,475,223.048,16654.719999999998,19569.855999999996,807.0,475.0,188.0,-8822299023138899011,16263.322879999998,18404.025599999997
867,8,2,102,482,1380.0639999999996,1296.3600000000001,20507.644,102.0,482.0,213.0,-8822299023165695138,886.20712,20416.8988
868,8,2,220,484,18224.136000000002,6857.12,6218.804,220.0,484.0,312.0,-8822299023283365087,6732.74392,5738.8056
869,8,2,14,486,16373.000000000005,6240.24,5694.932000000001,14.0,486.0,79.0,-8822299023046860140,6126.341359999999,5258.115200000001
870,8,2,218,460,11104.408,3198.04,8584.387999999999,218.0,460.0,312.0,-8822299023283365087,3026.35224,8360.525199999998
871,8,2,248,486,18613.559999999998,7096.4,6562.408000000001,248.0,486.0,90.0,-8822299023024724209,6965.1518399999995,6065.660000000002
872,8,2,336,485,1425.816,1405.6799999999998,22435.376000000004,336.0,485.0,129.0,-8822299023105112590,956.9724799999997,22336.978400000004
873,8,2,516,485,291.81600000000003,16662.440000000002,19831.996000000003,516.0,485.0,249.0,-8822299023207636902,16265.800080000003,18665.625200000002
874,8,2,308,486,19641.832,7421.520000000001,6902.816,308.0,486.0,344.0,-8822299023320646655,7283.463680000002,6383.3096
875,8,2,631,486,22407.392,4477.040000000001,10033.127999999999,631.0,486.0,6.0,-8822299022964141661,4276.377440000001,9719.7352
876,8,2,73,487,18294.695999999996,6951.44,6332.091999999999,73.0,487.0,158.0,-8822299023103947541,6824.798159999999,5845.491199999999
878,8,2,746,495,17792.543999999998,6634.16,6086.136,746.0,495.0,85.0,-8822299023016568866,6512.43728,5621.7448
879,8,2,100,462,262.976,15961.16,18677.015999999996,100.0,462.0,213.0,-8822299023165695138,15587.61968,17559.734799999995
880,8,2,161,460,5485.368,6084.96,10968.468,161.0,460.0,81.0,-8822299023011908670,5865.59064,10542.5208
881,8,2,73,404,1361.9759999999999,1297.1200000000001,21056.88,73.0,404.0,111.0,-8822299023084141708,875.9824000000001,20966.0816
884,8,2,366,408,22012.48,4465.36,9777.312,366.0,408.0,94.0,-8822299023029384405,4269.81376,9464.7368
885,8,2,485,408,22733.815999999995,4492.400000000001,9724.135999999999,485.0,408.0,146.0,-8822299023089966953,4297.917280000001,9409.667999999998
887,8,2,634,414,19028.911999999997,7196.679999999999,6590.423999999998,634.0,414.0,168.0,-8822299023152879599,7064.87152,6086.656399999998
889,8,2,864,422,261.18399999999997,15439.199999999999,17932.96,864.0,422.0,4.0,-8822299022961811563,15080.540799999999,16852.216
890,8,2,924,423,19198.256,3832.6000000000004,8345.707999999999,924.0,423.0,283.0,-8822299023247248568,3665.6858400000006,8077.425999999999
891,8,2,191,434,23179.352000000003,4607.4400000000005,10070.528000000002,191.0,434.0,89.0,-8822299023021229062,4406.02944,9748.007200000002
892,8,2,70,456,19957.055999999997,4007.3600000000006,8842.856,70.0,456.0,154.0,-8822299023099287345,3830.5028800000005,8562.3408
894,8,2,574,435,11748.296,3472.120000000001,9234.536,574.0,435.0,357.0,-8822299023370743762,3287.4292800000007,8991.4876
895,8,2,424,436,18964.68,7147.0,6609.668,424.0,436.0,269.0,-8822299023268219450,7014.80664,6109.378
896,8,2,542,437,260.344,18101.96,21366.348,542.0,437.0,186.0,-8822299023136568913,17674.63304,20099.2108
897,8,2,486,438,289.18399999999997,17998.760000000002,21295.628,486.0,438.0,25.0,-8822299022946665926,17572.84744,20035.7148
898,8,2,867,443,17407.431999999997,6660.12,6077.295999999999,867.0,443.0,4.0,-8822299022961811563,6538.57408,5611.087599999999
900,8,2,367,280,6115.48,6810.159999999999,12149.152000000002,367.0,280.0,143.0,-8822299023121423276,6567.176959999999,11672.440800000002
901,8,2,456,279,23345.28,4649.239999999999,9987.568000000001,456.0,279.0,209.0,-8822299023161034942,4449.488639999999,9662.121200000001
902,8,2,633,278,247.9679999999999,17264.280000000002,19802.96,633.0,278.0,351.0,-8822299023326471900,16868.220800000003,18594.4604
903,8,2,399,124,18087.440000000002,6803.720000000001,6154.748,399.0,124.0,20.0,-8822299022943170779,6680.625040000001,5678.4875999999995
904,8,2,604,77,20895.056000000004,4080.2000000000003,8875.428,604.0,77.0,216.0,-8822299023171520383,3902.6914400000005,8589.814
905,8,2,778,82,19527.927999999996,3852.84,8304.024,778.0,82.0,66.0,-8822299023034044601,3686.75952,8034.325199999999
908,8,2,368,98,16872.631999999998,6525.839999999999,5834.603999999999,368.0,98.0,107.0,-8822299023079481512,6409.147919999999,5377.7952
909,8,2,869,105,206.52799999999996,15444.080000000002,17845.716000000004,869.0,105.0,187.0,-8822299023135403864,15087.165680000002,16764.630400000005
910,8,2,163,123,259.448,15570.640000000001,17641.512000000002,163.0,123.0,201.0,-8822299023188996118,15217.809760000002,16551.5672
914,8,2,309,124,257.992,15753.84,17996.540000000005,309.0,124.0,242.0,-8822299023201811657,15393.9092,16893.771200000003
916,8,2,576,125,11041.239999999998,3233.7200000000003,8486.4,576.0,125.0,265.0,-8822299023263559254,3063.992,8260.0396
917,8,2,249,126,260.344,15258.640000000001,17346.664,249.0,126.0,354.0,-8822299023369578713,14911.706720000002,16278.5592
918,8,2,606,129,230.49599999999998,16808.880000000005,19120.172,606.0,129.0,118.0,-8822299023057345581,16426.476560000006,17943.5504
919,8,2,748,130,19884.312,3973.7200000000003,8639.4,748.0,130.0,121.0,-8822299023058510630,3800.9320000000002,8361.239599999999
920,8,2,546,130,260.28799999999995,16528.52,18935.62,546.0,130.0,288.0,-8822299023292685479,16149.8076,17778.6236
922,8,2,458,71,19220.151999999995,3842.599999999999,8229.972000000002,458.0,71.0,350.0,-8822299023327636949,3678.000559999999,7960.990000000002
923,8,2,810,54,17637.088000000003,3520.1199999999994,7429.407999999999,810.0,54.0,314.0,-8822299023285695185,3371.5318399999996,7182.999599999999
924,8,2,44,274,262.864,15222.000000000002,17184.076,44.0,274.0,173.0,-8822299023156374746,14878.318480000002,16118.536
925,8,2,778,29,188.88799999999998,14027.200000000003,15704.803999999998,778.0,29.0,301.0,-8822299023305501018,13713.103920000003,14722.899999999998
928,8,2,194,22,245.61599999999999,13929.88,15578.596000000005,194.0,22.0,197.0,-8822299023184335922,13618.308079999999,14603.504400000005
929,8,2,371,22,17046.568,6513.880000000002,5837.528,371.0,22.0,153.0,-8822299023095792198,6397.1294400000015,5381.5564
930,8,2,428,23,16800.223999999995,6407.040000000002,5690.715999999999,428.0,23.0,304.0,-8822299023274044695,6293.225680000001,5242.223199999999
931,8,2,607,23,222.88,15497.040000000003,17302.6,607.0,23.0,241.0,-8822299023198316510,15150.988000000003,16217.807199999997
932,8,2,546,24,16511.320000000003,6164.279999999999,5496.235999999999,546.0,24.0,295.0,-8822299023298510724,6054.355279999999,5064.736399999999
933,8,2,489,25,18241.384000000002,6970.4800000000005,6116.735999999999,489.0,25.0,230.0,-8822299023225112637,6848.145280000001,5628.802399999999
934,8,2,194,44,243.32000000000002,14794.160000000002,16675.572,194.0,44.0,197.0,-8822299023184335922,14460.648560000001,15639.9808
936,8,2,548,45,17398.415999999997,6629.120000000001,5839.636,548.0,45.0,295.0,-8822299023298510724,6512.32728,5375.5976
937,8,2,427,46,290.08,15351.839999999997,17312.868,427.0,46.0,304.0,-8822299023274044695,15005.582639999997,16238.239199999998
938,8,2,398,48,19423.208000000002,3910.0800000000004,8116.140000000001,398.0,48.0,88.0,-8822299023022394111,3747.7572000000005,7842.434400000001
939,8,2,606,47,20618.360000000004,4133.4800000000005,8696.112000000001,606.0,47.0,241.0,-8822299023198316510,3959.5577600000006,8406.7684
941,8,2,458,51,17139.584,6602.760000000002,5864.5920000000015,458.0,51.0,350.0,-8822299023327636949,6485.468160000002,5402.398800000001
942,8,2,778,51,196.67199999999997,13986.880000000001,15933.283999999998,778.0,51.0,301.0,-8822299023305501018,13668.214320000001,14954.202399999998
943,8,2,836,51,18031.104,3620.2800000000007,7739.488000000001,836.0,51.0,196.0,-8822299023185500971,3465.4902400000005,7486.068400000001
944,8,2,836,133,217.11199999999997,14766.519999999999,16832.788,836.0,133.0,109.0,-8822299023081811610,14429.864239999999,15799.1316
945,8,2,311,148,259.89599999999996,16246.32,18607.859999999997,311.0,148.0,242.0,-8822299023201811657,15874.1628,17470.617599999998
947,8,2,898,237,15640.352,6050.759999999999,5556.687999999999,898.0,237.0,65.0,-8822299023030549454,5939.62624,5133.134799999999
948,8,2,577,204,23037.616,4506.639999999999,9828.244000000002,577.0,204.0,299.0,-8822299023303170920,4310.0751199999995,9512.779200000003
949,8,2,337,224,20497.064,7893.319999999998,7009.168,337.0,224.0,256.0,-8822299023255403911,7753.136639999998,6456.6356
950,8,2,398,226,21523.432,4315.0,9146.068000000003,398.0,226.0,96.0,-8822299023068996071,4132.07864,8844.018000000004
951,8,2,574,228,22535.912,4411.800000000001,9496.2,574.0,228.0,299.0,-8822299023303170920,4221.876000000001,9187.374
952,8,2,426,231,19775.616,7370.4800000000005,6525.756,426.0,231.0,302.0,-8822299023308996165,7239.96488,6009.8224
953,8,2,485,231,1502.816,1427.6799999999998,22221.516000000003,485.0,231.0,207.0,-8822299023195986412,983.2496799999998,22121.578400000002
954,8,2,867,234,20797.448,4139.0,9034.276000000002,867.0,234.0,234.0,-8822299023229772833,3958.31448,8744.546000000002
955,8,2,836,236,18265.239999999994,6951.799999999998,6299.112,836.0,236.0,279.0,-8822299023242588372,6825.817759999998,5812.486
956,8,2,42,252,237.21599999999998,15354.560000000001,17205.224,42.0,252.0,173.0,-8822299023156374746,15010.455520000001,16130.404799999998
957,8,2,488,150,22703.464,4477.64,8877.332,488.0,150.0,64.0,-8822299023031714503,4300.093360000001,8563.8972
958,8,2,426,252,19656.391999999996,7355.84,6504.404,426.0,252.0,302.0,-8822299023308996165,7225.75192,5989.4952
959,8,2,546,254,291.76,18255.760000000002,20660.78,546.0,254.0,12.0,-8822299022971131955,17842.544400000002,19382.8768
960,8,2,517,255,1530.2559999999996,1435.3599999999997,22807.81199999999,517.0,255.0,46.0,-8822299023010743621,979.2037599999999,22707.33679999999
961,8,2,456,258,19647.152,7466.960000000001,6649.1759999999995,456.0,258.0,209.0,-8822299023161034942,7333.976480000001,6126.488799999999
962,8,2,574,258,20889.288000000004,7836.0,6944.908000000001,574.0,258.0,113.0,-8822299023049190238,7697.10184,6396.388000000001
963,8,2,838,260,233.85600000000002,15798.400000000001,18308.388,838.0,260.0,279.0,-8822299023242588372,15432.232240000001,17202.5
964,8,2,777,261,21418.151999999995,4156.56,9206.792000000003,777.0,261.0,69.0,-8822299023035209650,3972.4241600000005,8915.832800000004
965,8,2,745,263,19029.92,7130.519999999999,6507.872,745.0,263.0,43.0,-8822299023004918376,7000.362559999999,6008.7356
966,8,2,518,204,21041.944000000003,4273.0,8936.151999999998,518.0,204.0,36.0,-8822299022999093131,4094.27696,8637.041999999998
967,8,2,396,204,295.288,17684.16,20057.824,396.0,204.0,96.0,-8822299023068996071,17283.00352,18819.932800000002
968,8,2,456,203,282.07199999999995,18013.08,20244.823999999997,456.0,203.0,11.0,-8822299022967636808,17608.183520000002,18983.908399999997
969,8,2,339,203,22745.352000000003,4535.56,9711.963999999998,339.0,203.0,256.0,-8822299023255403911,4341.320720000001,9394.474799999998
970,8,2,517,152,293.552,16668.48,19106.3,517.0,152.0,347.0,-8822299023321811704,16286.354,17939.5064
971,8,2,776,152,19628.896000000004,3886.84,8367.128,776.0,152.0,313.0,-8822299023282200038,3719.49744,8095.0492
972,8,2,577,155,265.55199999999996,17287.079999999998,19966.364,577.0,155.0,135.0,-8822299023112102884,16887.752719999997,18756.2684
973,8,2,838,155,19952.968000000004,3993.080000000001,8656.74,838.0,155.0,109.0,-8822299023081811610,3819.945200000001,8377.2244
974,8,2,866,162,235.59200000000004,15281.68,17708.628,866.0,162.0,21.0,-8822299022942005730,14927.50744,16638.9104
975,8,2,515,173,18751.096,7134.4400000000005,6368.200000000001,515.0,173.0,347.0,-8822299023321811704,7007.076000000001,5868.789200000001
978,8,2,428,177,281.792,16519.160000000003,18972.408000000003,428.0,177.0,100.0,-8822299023073656267,16139.711840000004,17816.066800000004
979,8,2,574,177,249.14399999999998,16925.160000000003,19438.48,574.0,177.0,135.0,-8822299023112102884,16536.390400000004,18253.7188
980,8,2,488,178,5947.255999999999,6597.08,11554.628,488.0,178.0,322.0,-8822299023332297145,6365.98744,11092.832400000001
981,8,2,545,178,20865.040000000005,4209.400000000001,8904.6,545.0,178.0,282.0,-8822299023248413617,4031.3080000000004,8609.942000000001
982,8,2,606,180,5731.712,6414.599999999999,11589.511999999997,606.0,180.0,28.0,-8822299022952491171,6182.809759999999,11140.489999999996
983,8,2,899,185,18331.599999999995,3726.959999999999,8031.547999999999,899.0,185.0,180.0,-8822299023129578619,3566.329039999999,7770.660799999999
984,8,2,959,186,238.44799999999995,14397.039999999997,16487.892,959.0,186.0,40.0,-8822299023003753327,14067.282159999997,15480.0992
985,8,2,426,201,23693.432,4655.400000000001,9913.992,426.0,201.0,100.0,-8822299023073656267,4457.12016,9588.114
986,8,2,604,203,18668.887999999995,7138.280000000001,6394.584,604.0,203.0,28.0,-8822299022952491171,7010.388320000001,5894.904399999999
987,8,2,775,499,253.62399999999997,17850.0,20860.291999999998,775.0,499.0,316.0,-8822299023288025283,17432.79416,19610.791999999998
989,8,2,366,508,16159.920000000002,6175.04,5721.928,366.0,508.0,231.0,-8822299023223947588,6060.60144,5289.6752
990,8,2,304,798,17677.631999999998,6556.959999999998,6065.532,304.0,798.0,119.0,-8822299023056180532,6435.6493599999985,5606.544800000001
991,8,2,603,770,10993.415999999997,8876.800000000001,9497.22,603.0,770.0,233.0,-8822299023226277686,8686.8556,8875.844
992,8,2,219,772,21232.008,4068.5600000000004,9239.499999999998,219.0,772.0,104.0,-8822299023078316463,3883.7700000000004,8954.700799999999
993,8,2,278,772,250.992,15379.679999999997,18287.783999999996,278.0,772.0,293.0,-8822299023296180626,15013.924319999996,17211.206399999995
994,8,2,514,772,19637.184,3828.16,8501.359999999999,514.0,772.0,229.0,-8822299023221617490,3658.1328,8233.388799999999
996,8,2,158,793,16113.888,5754.28,5402.124000000001,158.0,793.0,58.0,-8822299022987442641,5646.23752,4999.3244
997,8,2,10,795,15092.336,3017.8800000000006,6830.940000000001,10.0,795.0,191.0,-8822299023140064060,2881.2612000000004,6619.688400000001
1001,8,2,483,799,20454.728,3933.8799999999997,8809.196000000002,483.0,799.0,166.0,-8822299023150549501,3757.6960799999997,8533.824400000001
1002,8,2,745,810,20749.455999999995,4030.2800000000007,8913.44,745.0,810.0,54.0,-8822299022982782445,3852.011200000001,8631.3204
1004,8,2,804,813,15390.928,5667.12,5160.315999999999,804.0,813.0,228.0,-8822299023222782539,5563.91368,4763.617599999999
1005,8,2,130,818,17718.624,3427.3599999999997,7688.692000000001,130.0,818.0,199.0,-8822299023186666020,3273.58616,7448.776800000001
1006,8,2,247,818,16649.584000000003,6088.679999999999,5618.092,247.0,818.0,222.0,-8822299023178510677,5976.31816,5191.8844
1007,8,2,304,820,243.65599999999995,14725.119999999999,17501.363999999994,304.0,820.0,119.0,-8822299023056180532,14375.092719999999,16470.605599999995
1008,8,2,540,821,16647.679999999997,6233.400000000001,5711.320000000001,540.0,821.0,73.0,-8822299023039869846,6119.1736,5274.982000000001
1010,8,2,803,761,16791.824,6172.08,5587.492,803.0,761.0,144.0,-8822299023087636855,6060.3301599999995,5155.4464
1013,8,2,158,719,19167.455999999995,3734.2400000000007,8207.395999999999,158.0,719.0,17.0,-8822299022937345534,3570.092080000001,7945.999199999998
1014,8,2,277,719,245.16799999999998,15186.320000000003,18186.056,277.0,719.0,165.0,-8822299023147054354,14822.598880000003,17123.0136
1015,8,2,396,720,1376.648,1328.8,21206.480000000003,396.0,720.0,226.0,-8822299023220452441,904.6703999999999,21113.464000000004
1016,8,2,512,720,17215.688,6497.0,5992.228,512.0,720.0,342.0,-8822299023318316557,6377.15544,5537.438
1018,8,2,775,732,205.96800000000002,14618.759999999998,17264.927999999996,775.0,732.0,93.0,-8822299023025889258,14273.46144,16241.614799999996
1019,8,2,894,735,17784.703999999998,3492.92,7688.012,894.0,735.0,24.0,-8822299022947830975,3339.15976,7443.5076
1020,8,2,334,742,17245.591999999997,6410.880000000001,5950.204,334.0,742.0,276.0,-8822299023241423323,6291.875920000001,5501.4424
1023,8,2,275,743,258.104,15310.280000000002,18158.176,275.0,743.0,165.0,-8822299023147054354,14947.116480000002,17086.4564
1024,8,2,188,744,16856.672,6150.240000000002,5741.919999999998,188.0,744.0,75.0,-8822299023042199944,6035.401600000002,5311.403199999998
1025,8,2,511,744,254.46400000000003,15607.84,18471.384,511.0,744.0,342.0,-8822299023318316557,15238.41232,17378.835199999998
1027,8,2,542,746,20137.656000000003,3930.9999999999995,8838.095999999998,542.0,746.0,294.0,-8822299023299675773,3754.2380799999996,8562.925999999998
1028,8,2,308,746,18937.744000000002,6976.719999999999,6524.803999999998,308.0,746.0,227.0,-8822299023219287392,6846.223919999999,6036.4335999999985
1029,8,2,600,746,17381.336,6431.920000000001,5953.808,600.0,746.0,233.0,-8822299023226277686,6312.843840000001,5503.5736
1030,8,2,742,758,197.288,16360.44,19420.527999999995,742.0,758.0,29.0,-8822299022951326122,15972.02944,18275.297199999994
1031,8,2,600,821,16966.432,6226.600000000002,5682.08,600.0,821.0,98.0,-8822299023071326169,6112.958400000002,5246.218
1032,8,2,276,824,234.528,14260.119999999997,17084.863999999998,276.0,824.0,86.0,-8822299023020064013,13918.422719999997,16086.655599999998
1033,8,2,542,718,8658.272,2675.04,7173.727999999997,542.0,718.0,83.0,-8822299023014238768,2531.56544,6986.475199999997
1034,8,2,395,929,213.91999999999996,13749.600000000002,16538.620000000003,395.0,929.0,298.0,-8822299023304335969,13418.827600000002,15576.148000000003
1035,8,2,481,900,20156.415999999997,3800.68,8503.876,481.0,900.0,176.0,-8822299023124918423,3630.60248,8237.8284
1036,8,2,306,901,18680.423999999995,3615.04,8052.967999999999,306.0,901.0,292.0,-8822299023297345675,3453.9806399999998,7799.915199999999
1037,8,2,187,922,17219.888,3233.2400000000007,7455.996000000001,187.0,922.0,278.0,-8822299023243753421,3084.1200800000006,7229.669200000001
1038,8,2,484,923,15829.24,5702.400000000001,5334.736,484.0,923.0,176.0,-8822299023124918423,5595.70528,4935.568
1039,8,2,364,924,18472.999999999996,3522.039999999999,7988.3679999999995,364.0,924.0,38.0,-8822299023001423229,3362.2726399999992,7741.825199999999
1043,8,2,572,928,18557.28,3501.2,7956.476000000001,572.0,928.0,163.0,-8822299023144724256,3342.07048,7711.392000000001
1044,8,2,570,900,189.672,14515.6,17086.224000000002,570.0,900.0,204.0,-8822299023194821363,14173.87552,16070.132000000001
1047,8,2,309,510,301.67199999999997,16636.12,19701.163999999997,309.0,510.0,311.0,-8822299023279869940,16242.09672,18536.635599999998
1048,8,2,364,900,234.19200000000004,14338.16,17143.071999999996,364.0,900.0,38.0,-8822299023001423229,13995.29856,16139.400799999996
1050,8,2,274,844,228.704,14280.96,16993.2,274.0,844.0,86.0,-8822299023020064013,13941.096,15993.5328
1051,8,2,599,872,206.192,14575.88,17189.175999999996,599.0,872.0,51.0,-8822299022976957200,14232.09648,16168.864399999995
1053,8,2,186,847,15635.48,5728.800000000002,5264.967999999999,186.0,847.0,130.0,-8822299023108607737,5623.500640000002,4863.951999999998
1054,8,2,306,848,240.856,14949.52,17688.431999999997,306.0,848.0,356.0,-8822299023371908811,14595.75136,16641.965599999996
1055,8,2,365,848,247.29599999999994,15057.400000000001,17867.68,365.0,848.0,326.0,-8822299023336957341,14700.046400000001,16813.662
1056,8,2,628,848,181.49599999999998,14487.279999999999,17053.924,628.0,848.0,262.0,-8822299023262394205,14146.201519999999,16039.8144
1057,8,2,861,866,182.95200000000003,11734.000000000002,14236.616000000004,861.0,866.0,193.0,-8822299023179675726,11449.26768,13415.236000000003
1058,8,2,771,868,168.67199999999997,14356.68,17052.36,771.0,868.0,333.0,-8822299023342782586,14015.6328,16047.3924
1059,8,2,128,871,217.61599999999993,11962.119999999999,14793.604000000003,128.0,871.0,254.0,-8822299023215792245,11666.24792,13956.255600000002
1061,8,2,129,899,16264.023999999998,3169.3199999999997,7180.732000000002,129.0,899.0,45.0,-8822299023007248474,3025.7053599999995,6958.879600000002
1063,8,2,336,874,16728.992000000002,6064.160000000001,5635.84,336.0,874.0,120.0,-8822299023059675679,5951.443200000001,5211.3488
1064,8,2,510,876,226.408,14494.04,17110.091999999997,510.0,876.0,115.0,-8822299023051520336,14151.838160000001,16095.509199999997
1065,8,2,451,877,21635.096000000005,4078.0000000000005,9118.731999999998,451.0,877.0,182.0,-8822299023131908717,3895.6253600000005,8833.271999999997
1066,8,2,632,879,191.632,15706.16,18686.264,632.0,879.0,205.0,-8822299023193656314,15332.43472,17586.8328
1067,8,2,742,893,151.92799999999997,12881.320000000002,15404.923999999999,742.0,893.0,349.0,-8822299023324141802,12573.221520000001,14503.2316
1068,8,2,334,895,236.26399999999995,14216.639999999998,16819.188000000002,334.0,895.0,120.0,-8822299023059675679,13880.256239999997,15824.023200000001
1069,8,2,452,898,19412.232,3701.3199999999993,8103.2880000000005,452.0,898.0,182.0,-8822299023131908717,3539.2542399999993,7844.195600000001
1070,8,2,42,719,229.31999999999996,13045.639999999998,15530.248,42.0,719.0,237.0,-8822299023230937882,12735.035039999997,14617.0532
1071,8,2,743,865,161.61599999999999,13715.720000000003,16037.392,743.0,865.0,284.0,-8822299023250743715,13394.972160000003,15077.2916
1072,8,2,70,716,15865.192000000005,5839.800000000001,5497.3240000000005,70.0,716.0,223.0,-8822299023177345628,5729.8535200000015,5088.5380000000005
1074,8,2,513,566,271.88,16320.8,19527.492,513.0,566.0,18.0,-8822299022940840681,15930.25016,18385.036
1075,8,2,834,576,210.78400000000002,15444.319999999998,17918.271999999997,834.0,576.0,206.0,-8822299023197151461,15085.954559999998,16837.169599999997
1076,8,2,956,576,239.45599999999996,13767.119999999999,16180.328,956.0,576.0,331.0,-8822299023340452488,13443.513439999999,15216.6296
1077,8,2,894,577,618.1839999999999,15187.44,16464.092,894.0,577.0,56.0,-8822299022985112543,14858.15816,15400.9712
1079,8,2,40,584,20848.295999999995,4080.7199999999993,9076.572,40.0,584.0,300.0,-8822299023306666067,3899.188559999999,8790.9216
1080,8,2,456,586,17250.800000000003,6418.48,6049.143999999999,456.0,586.0,255.0,-8822299023214627196,6297.49712,5599.850399999999
1083,8,2,601,563,21202.552,4164.76,9361.016000000001,601.0,563.0,175.0,-8822299023158704844,3977.5396800000003,9069.482800000002
1084,8,2,189,589,18478.768,6886.44,6366.023999999999,189.0,589.0,343.0,-8822299023317151508,6759.119519999999,5883.973199999999
1088,8,2,308,592,20735.343999999997,4151.799999999999,9367.272,308.0,592.0,285.0,-8822299023249578666,3964.454559999999,9076.646
1090,8,2,925,604,193.816,14095.08,16468.308,925.0,604.0,26.0,-8822299022950161073,13765.71384,15481.6524
1091,8,2,603,612,23085.383999999995,4550.08,10364.628,603.0,612.0,35.0,-8822299022995597984,4342.78744,10046.1224
1092,8,2,456,565,285.7679999999999,17026.56,20507.983999999997,456.0,565.0,255.0,-8822299023214627196,16616.40032,19316.124799999998
1093,8,2,42,562,246.73600000000002,14962.199999999999,17614.448,42.0,562.0,300.0,-8822299023306666067,14609.911039999999,16567.094
1094,8,2,307,613,19192.319999999996,3753.84,8313.748,307.0,613.0,285.0,-8822299023249578666,3587.56504,8050.9792
1097,8,2,186,715,253.95999999999995,15461.92,18292.204,186.0,715.0,260.0,-8822299023260064107,15096.07592,17209.8696
1098,8,2,249,510,21281.4,4266.16,9507.555999999999,249.0,510.0,90.0,-8822299023024724209,4076.00888,9208.924799999999
1099,8,2,219,512,17787.728,6365.560000000002,5891.86,219.0,512.0,74.0,-8822299023043364993,6247.722800000002,5446.270799999999
1100,8,2,335,514,289.0159999999999,16126.839999999998,19188.647999999994,335.0,514.0,247.0,-8822299023205306804,15743.067039999998,18059.769199999995
1101,8,2,279,515,18422.600000000002,6894.16,6399.2080000000005,279.0,515.0,259.0,-8822299023256568960,6766.17584,5916.616800000001
1102,8,2,774,521,18343.920000000002,6964.719999999999,6348.684,774.0,521.0,316.0,-8822299023288025283,6837.746319999999,5861.153600000001
1103,8,2,745,525,199.472,16293.240000000002,19273.579999999998,745.0,525.0,220.0,-8822299023176180579,15907.7684,18133.0532
1104,8,2,923,528,17113.096,6407.52,5898.795999999999,923.0,528.0,37.0,-8822299022997928082,6289.544080000001,5450.2696
1105,8,2,603,541,1399.16,1370.8000000000004,22241.78,603.0,541.0,175.0,-8822299023158704844,925.9644000000004,22145.824
1106,8,2,161,534,261.072,16369.360000000002,19052.92,161.0,534.0,1.0,-8822299022955986318,15988.301600000003,17907.064799999996
