,IndexX,IndexY,ImageX,ImageY,R,oldG,oldB,RX,RY,Well_ID,Hash,G,B
21962,4,3,240,442,18338.6,7216.279999999999,6424.912,240.0,442.0,445.0,6312111626735960239,7087.781759999999,5919.7724
21965,4,3,368,742,374.192,424.67999999999995,454.03600000000006,368.0,742.0,566.0,6312111626599649506,415.59927999999996,424.30840000000006
21966,4,3,696,941,19516.112,3662.7599999999998,8289.88,696.0,941.0,46.0,6312111627168193418,3496.9624,8033.486799999999
21967,4,3,391,651,7172.815999999999,19035.320000000003,2074.2719999999995,391.0,651.0,634.0,6312111626511105782,18993.834560000003,741.7995999999991
21968,4,3,439,1013,10805.48,6759.88,4928.163999999999,439.0,1013.0,431.0,6312111626719649553,6661.31672,4454.972399999999
21971,4,3,238,666,11549.776,10921.04,8211.68,238.0,666.0,581.0,6312111626540232007,10756.806400000001,7447.2072
21972,4,3,238,123,15883.671999999999,9831.48,4929.388,238.0,123.0,402.0,6312111626781397150,9732.89224,4241.1844
21973,4,3,677,171,3119.0879999999997,1771.1200000000001,26519.727999999996,677.0,171.0,155.0,6312111627069164253,1240.7254400000002,26395.749599999996
21974,4,3,732,219,2221.1839999999997,1640.6799999999998,26414.395999999997,732.0,219.0,630.0,6312111626525086370,1112.3920799999999,26299.548399999996
21975,4,3,704,219,7295.9039999999995,7882.639999999999,14388.255999999998,704.0,219.0,4.0,6312111627212465280,7594.874879999999,13836.471199999998
21976,4,3,238,192,22560.048,4634.28,9795.604000000001,238.0,192.0,583.0,6312111626542562105,4438.36792,9471.2044
21977,4,3,157,95,4004.6720000000005,4407.84,7659.384,157.0,95.0,209.0,6312111627001591411,4254.65232,7350.8351999999995
21978,4,3,786,170,25714.247999999996,5130.12,11023.48,786.0,170.0,341.0,6312111626857125335,4909.6503999999995,10664.3716
21979,4,3,759,148,11957.847999999998,3478.3199999999997,9086.635999999999,759.0,148.0,462.0,6312111626683533034,3296.5872799999997,8843.153599999998
21980,4,3,732,100,11375.448,3322.84,8545.491999999998,732.0,100.0,227.0,6312111626947999157,3151.9301600000003,8312.893199999999
21981,4,3,266,263,5839.1759999999995,6647.0,12037.224,266.0,263.0,321.0,6312111626833824355,6406.25552,11571.934
21982,4,3,74,94,8724.072000000002,2631.84,6515.42,74.0,94.0,249.0,6312111626954989451,2501.5316000000003,6331.1912
21983,4,3,758,220,17780.784,6708.839999999998,6278.236000000001,758.0,220.0,220.0,6312111626998096264,6583.275279999998,5808.617200000001
21984,4,3,424,422,6398.336,6950.12,12637.528,424.0,422.0,631.0,6312111626523921321,6697.3694399999995,12151.0196
21986,4,3,649,314,11760.279999999999,3438.16,9094.795999999998,649.0,314.0,531.0,6312111626631105829,3256.26408,8854.124799999998
21987,4,3,670,468,14222.991999999998,4118.08,11095.152,670.0,468.0,399.0,6312111626756931121,3896.17696,10806.8864
21988,4,3,659,534,11171.496000000001,3297.920000000001,8698.491999999998,659.0,534.0,550.0,6312111626581008722,3123.9501600000012,8467.637599999998
21989,4,3,534,624,12170.368000000002,3583.0400000000004,9570.524,534.0,624.0,619.0,6312111626491299949,3391.6295200000004,9319.7112
21990,4,3,667,695,11953.536000000004,3617.0000000000005,9334.088000000003,667.0,695.0,336.0,6312111626853630188,3430.3182400000005,9080.898000000003
21991,4,3,116,714,5774.272,6157.6799999999985,10842.26,116.0,714.0,460.0,6312111626681202936,5940.834799999999,10411.2224
21992,4,3,761,743,5376.728000000001,5632.600000000001,10304.924,761.0,743.0,650.0,6312111626455183430,5426.501520000002,9910.642
21993,4,3,812,880,16521.624,5930.720000000002,5433.812,812.0,880.0,480.0,6312111626648581564,5822.043760000002,5018.661599999999
21994,4,3,315,487,5786.088,6353.88,11446.848000000004,315.0,487.0,398.0,6312111626758096170,6124.94304,11002.076400000004
21995,4,3,676,195,401.96799999999996,20087.6,23214.180000000008,676.0,195.0,374.0,6312111626823338914,19623.3164,21808.048000000006
21996,4,3,188,443,11946.367999999999,3526.8,9149.944,188.0,443.0,562.0,6312111626594989310,3343.80112,8903.068
21997,4,3,456,443,23884.503999999997,4744.160000000001,10330.56,456.0,443.0,166.0,6312111627028387538,4537.5488000000005,9998.468799999999
21998,4,3,567,193,28448.168,5625.96,11930.668,567.0,193.0,579.0,6312111626537901909,5387.34664,11536.8508
21999,4,3,678,580,411.65599999999995,469.8400000000001,477.088,678.0,580.0,649.0,6312111626451688283,460.2982400000001,444.1992
22000,4,3,684,878,10963.904,3174.2400000000002,8299.196,684.0,878.0,602.0,6312111626548387350,3008.25608,8076.9992
22001,4,3,575,761,443.7439999999999,17625.16,21016.827999999998,575.0,761.0,101.0,6312111627099455527,17204.82344,19783.066799999997
22002,4,3,264,922,4962.607999999999,5198.2,9828.447999999999,264.0,922.0,160.0,6312111627021397244,5001.63104,9464.573999999999
22003,4,3,616,742,456.90399999999994,583.52,566.0319999999999,616.0,742.0,641.0,6312111626461008675,572.19936,525.1855999999999
22004,4,3,803,445,366.01599999999996,350.72,464.5079999999999,803.0,445.0,475.0,6312111626696348573,341.42984,439.9575999999999
22006,4,3,266,99,3458.6720000000005,8831.76,1309.34,266.0,99.0,575.0,6312111626589164065,8805.5732,691.1167999999999
22007,4,3,378,803,11641.616000000002,29416.879999999994,2871.7759999999994,378.0,803.0,170.0,6312111627014406950,29359.444479999995,812.5943999999995
22008,4,3,730,715,491.96,493.32000000000005,607.036,730.0,715.0,618.0,6312111626492464998,481.17928000000006,572.5035999999999
22009,4,3,689,518,13125.952000000001,20841.960000000003,6916.892000000001,689.0,518.0,392.0,6312111626751105876,20703.622160000003,5457.9548
22010,4,3,876,489,10617.711999999998,8312.6,4431.424,876.0,489.0,139.0,6312111627050523469,8223.971520000001,3849.542
22011,4,3,212,71,10646.831999999999,7814.56,2951.675999999999,212.0,71.0,242.0,6312111626967804990,7755.52648,2404.656799999999
22012,4,3,155,167,1391.2639999999997,1333.8799999999997,20324.111999999994,155.0,167.0,441.0,6312111626731300043,927.3977599999998,20230.740399999995
22013,4,3,430,241,30804.032,5978.879999999999,12986.164000000002,430.0,241.0,258.0,6312111626911882638,5719.156719999999,12567.642400000002
22014,4,3,759,244,22936.592,5304.4000000000015,10822.2,759.0,244.0,412.0,6312111626774406856,5087.956000000001,10450.892
22015,4,3,372,513,449.792,509.91999999999996,419.4239999999999,372.0,513.0,456.0,6312111626676542740,501.53151999999994,383.7295999999999
22016,4,3,410,668,570.024,17285.479999999996,20338.664000000008,410.0,668.0,94.0,6312111627149552634,16878.706719999995,19128.68040000001
22017,4,3,472,922,582.5680000000001,601.2400000000001,495.4479999999999,472.0,922.0,291.0,6312111626873436021,591.3310400000001,453.36119999999994
22018,4,3,408,986,7126.448,17185.04,1803.0199999999998,408.0,986.0,119.0,6312111627120426409,17148.979600000002,600.0671999999995
22019,4,3,554,759,384.608,424.35999999999996,469.4040000000001,554.0,759.0,312.0,6312111626881591364,414.97191999999995,439.6988000000001
22020,4,3,870,6,240.40799999999996,12899.560000000001,14487.74,870.0,6.0,303.0,6312111626868775825,12609.8052,13584.7708
22021,4,3,238,24,8728.552000000001,2751.6000000000004,6599.808,238.0,24.0,366.0,6312111626795377738,2619.60384,6407.196
22023,4,3,842,99,8589.335999999998,2611.7200000000003,6718.6720000000005,842.0,99.0,185.0,6312111627029552587,2477.3465600000004,6535.851600000001
22024,4,3,705,100,2028.88,1561.5199999999995,24399.896,705.0,100.0,268.0,6312111626904892344,1073.5220799999995,24290.5896
22025,4,3,184,121,1417.0800000000004,1328.8400000000001,19897.615999999998,184.0,121.0,612.0,6312111626504115488,930.8876800000002,19804.597199999997
22026,4,3,320,169,6434.847999999999,7462.079999999999,13176.088,320.0,169.0,48.0,6312111627189164300,7198.558239999999,12653.7424
22027,4,3,813,195,24123.456,4742.6,10191.364,813.0,195.0,156.0,6312111627072659400,4538.77272,9859.382
22029,4,3,622,292,4869.872,13119.240000000002,1711.4919999999997,622.0,292.0,376.0,6312111626807028228,13085.010160000002,793.1451999999996
22030,4,3,201,425,12187.056,3574.600000000001,9125.396,201.0,425.0,562.0,6312111626594989310,3392.092080000001,8875.174
22031,4,3,287,532,14108.471999999996,12511.360000000002,3899.5959999999995,287.0,532.0,80.0,6312111627151882732,12433.368080000002,3023.800799999999
22032,4,3,515,605,11891.04,3486.4399999999996,9293.763999999997,515.0,605.0,386.0,6312111626762756366,3300.56472,9049.713199999998
22033,4,3,79,755,9393.720000000001,2643.72,7167.811999999999,79.0,755.0,218.0,6312111626995766166,2500.3637599999997,6982.751599999999
22034,4,3,822,808,5525.6320000000005,5990.5199999999995,10751.956,822.0,808.0,417.0,6312111626721979651,5775.480879999999,10332.6196
22035,4,3,310,849,5048.568,5343.96,9536.116000000002,310.0,849.0,604.0,6312111626550717448,5153.23768,9162.038800000002
22036,4,3,563,967,1403.0240000000001,1314.8800000000003,18878.636,563.0,967.0,425.0,6312111626712659259,937.3072800000003,18786.594399999998
22037,4,3,758,1014,15569.175999999996,2906.96,6462.244000000001,758.0,1014.0,324.0,6312111626839649600,2777.71512,6258.756800000001
22038,4,3,535,490,1551.4240000000002,1492.2399999999998,22534.724,535.0,490.0,654.0,6312111626459843626,1041.5455199999997,22430.2672
22039,4,3,683,923,553.3919999999998,15868.399999999998,18955.612000000005,683.0,923.0,521.0,6312111626600814555,15489.287759999997,17844.824000000004
22040,4,3,952,856,9829.623999999998,24770.359999999997,2355.3160000000003,952.0,856.0,529.0,6312111626628775731,24723.253679999998,621.3908000000004
22041,4,3,144,650,1545.6560000000002,1551.0400000000004,23083.280000000002,144.0,650.0,266.0,6312111626902562246,1089.3744000000004,22974.7072
22042,4,3,206,531,490.89600000000013,16135.04,19188.172000000002,206.0,531.0,54.0,6312111627196154594,15751.27656,18058.719200000003
22043,4,3,657,985,15401.567999999994,10301.8,4484.259999999999,657.0,985.0,278.0,6312111626935183618,10212.1148,3763.133999999999
22044,4,3,676,896,444.91999999999996,457.80000000000007,562.4959999999999,676.0,896.0,569.0,6312111626582173771,446.5500800000001,530.4499999999998
22045,4,3,615,698,386.0640000000001,422.48,466.54800000000006,615.0,698.0,622.0,6312111626497125194,413.14904,436.97440000000006
22046,4,3,403,142,6744.1359999999995,4755.960000000001,1911.3440000000003,403.0,142.0,206.0,6312111626981785578,4717.733120000001,1578.4268000000002
22047,4,3,411,712,10483.256,16230.08,5887.304,411.0,712.0,632.0,6312111626508775684,16112.33392,4751.1984
22048,4,3,442,424,21006.271999999997,4536.439999999999,9678.78,442.0,424.0,631.0,6312111626523921321,4342.864399999999,9361.229200000002
22049,4,3,779,941,9598.568,6956.079999999998,3880.3519999999994,779.0,941.0,479.0,6312111626701008769,6878.472959999998,3393.4263999999994
22050,4,3,750,762,447.8879999999999,17045.04,19867.9,750.0,762.0,650.0,6312111626455183430,16647.682,18674.7472
22051,4,3,105,828,6708.631999999999,5927.2,10640.503999999999,105.0,828.0,461.0,6312111626680037887,5714.38992,10225.599999999999
22052,4,3,186,578,18446.232,7044.12,6382.48,186.0,578.0,497.0,6312111626666057299,6916.4704,5889.3916
22053,4,3,372,467,22584.856000000003,4555.28,9711.420000000002,372.0,467.0,504.0,6312111626657901956,4361.0516,9392.550400000002
22054,4,3,517,427,1705.7599999999995,1554.8799999999999,24024.4,517.0,427.0,177.0,6312111627038872979,1074.3919999999998,23915.5584
22055,4,3,676,338,1584.016,1598.32,19427.464,676.0,338.0,67.0,6312111627134406997,1209.77072,19315.5816
22056,4,3,184,94,7621.767999999999,5569.52,3148.604,184.0,94.0,381.0,6312111626810523375,5506.547920000001,2758.7376
22057,4,3,621,314,3326.6240000000003,2993.44,39144.948000000004,621.0,314.0,376.0,6312111626807028228,2210.54104,38935.4072
22058,4,3,732,76,5802.439999999998,6548.840000000001,11379.255999999998,732.0,76.0,411.0,6312111626770911709,6321.254880000001,10920.837199999998
22059,4,3,787,100,2148.4399999999996,1945.7199999999996,26143.756000000005,787.0,100.0,580.0,6312111626541397056,1422.8448799999994,26007.555600000003
22060,4,3,595,147,12116.887999999999,3548.5600000000004,9244.532,595.0,147.0,264.0,6312111626900232148,3363.6693600000003,8996.1328
22061,4,3,759,195,1802.304,1681.9599999999998,23179.431999999997,759.0,195.0,646.0,6312111626469164018,1218.3713599999999,23061.694799999997
22064,4,3,67,691,9544.92,8934.52,6821.623999999999,67.0,691.0,465.0,6312111626703338867,8798.087520000001,6196.207599999999
22065,4,3,314,760,440.1599999999999,18297.399999999998,21872.676000000003,314.0,760.0,642.0,6312111626464503822,17859.94648,20591.858000000004
22066,4,3,505,760,1637.1599999999999,1614.6399999999999,24300.956000000002,505.0,760.0,137.0,6312111627048193371,1128.62088,24187.931200000003
22069,4,3,297,966,11121.320000000002,3119.7200000000007,8763.704,297.0,966.0,653.0,6312111626456348479,2944.4459200000006,8545.3236
22070,4,3,625,990,7909.831999999999,18596.039999999997,1884.7560000000003,625.0,990.0,436.0,6312111626746445680,18558.344879999997,583.0332000000003
22071,4,3,236,982,12041.624,5381.199999999999,5506.164,236.0,982.0,299.0,6312111626864115629,5271.076719999999,5129.48
22072,4,3,511,924,8812.552,21742.280000000006,2213.1279999999997,511.0,924.0,463.0,6312111626682367985,21698.017440000007,691.1683999999991
22074,4,3,537,443,11275.488000000001,16786.320000000003,8909.224,537.0,443.0,251.0,6312111626957319549,16608.135520000003,7734.1816
22076,4,3,884,473,14046.536000000002,10712.4,5623.668000000001,884.0,473.0,139.0,6312111627050523469,10599.92664,4873.8
22077,4,3,183,189,5991.384,4565.28,1774.1879999999999,183.0,189.0,482.0,6312111626650911662,4529.79624,1454.6183999999998
22078,4,3,650,148,21140.055999999997,9137.24,8117.364,650.0,148.0,601.0,6312111626544892203,8974.89272,7477.7572
22079,4,3,85,619,20524.95199999999,4250.36,9092.96,85.0,619.0,252.0,6312111626960814696,4068.5008,8795.434799999999
22080,4,3,896,316,10913.168000000003,32359.0,3377.152,896.0,316.0,547.0,6312111626575183477,32291.45696,1112.022
22081,4,3,782,446,22099.335999999992,8224.0,7555.276000000001,782.0,446.0,235.0,6312111626938678765,8072.89448,6979.5960000000005
22083,4,3,484,670,380.80000000000007,508.76,491.5040000000001,484.0,670.0,442.0,6312111626734795190,498.92992,455.89080000000007
22085,4,3,696,897,10802.12,3183.2799999999997,8153.88,696.0,897.0,602.0,6312111626548387350,3020.2023999999997,7931.0504
22086,4,3,676,219,6965.951999999999,7781.360000000001,14010.108000000002,676.0,219.0,387.0,6312111626761591317,7501.157840000001,13465.412800000002
22089,4,3,760,100,11390.400000000001,3500.5199999999995,8967.771999999999,760.0,100.0,527.0,6312111626607804849,3321.1645599999997,8722.735599999998
22090,4,3,957,145,15162.504,5840.320000000001,5136.243999999999,957.0,145.0,230.0,6312111626953824402,5737.595120000001,4727.421599999999
22091,4,3,183,168,9977.071999999996,2881.96,7545.959999999999,183.0,168.0,482.0,6312111626650911662,2731.0408,7344.2228
22092,4,3,457,169,7557.871999999999,7972.200000000001,14181.468,457.0,169.0,620.0,6312111626494795096,7688.570640000001,13623.414
22093,4,3,102,192,9611.728000000001,3021.1200000000003,7800.008000000002,102.0,192.0,478.0,6312111626702173818,2865.1198400000003,7588.529600000002
22094,4,3,758,268,6453.103999999998,6661.280000000001,11977.928,758.0,268.0,412.0,6312111626774406856,6421.72144,11511.6384
22095,4,3,421,1014,4226.544,4399.639999999999,8052.696,421.0,1014.0,431.0,6312111626719649553,4238.586079999999,7744.7212
22096,4,3,52,648,4334.063999999999,4728.880000000001,8646.063999999998,52.0,648.0,609.0,6312111626498290243,4555.958720000001,8315.042399999998
22099,4,3,190,827,12520.984000000004,15371.120000000003,3779.508000000001,190.0,827.0,633.0,6312111626507610635,15295.529840000003,2703.5296000000008
22100,4,3,676,315,2624.104,2611.44,28058.500000000007,676.0,315.0,454.0,6312111626692853426,2050.27,27875.699200000006
22102,4,3,485,582,11492.208,29948.480000000003,3024.7080000000005,485.0,582.0,595.0,6312111626556542693,29887.985840000005,928.3144000000002
22104,4,3,562,1015,16539.32,5890.840000000001,6302.852,562.0,1015.0,226.0,6312111626949164206,5764.782960000001,5890.4932
22107,4,3,636,609,13404.215999999999,12441.640000000001,11732.788,636.0,609.0,152.0,6312111627067999204,12206.984240000002,10861.8732
22108,4,3,956,532,11203.192,17604.800000000003,8191.143999999999,956.0,532.0,89.0,6312111627141397291,17440.977120000003,6958.807999999999
22109,4,3,599,471,17441.256,8163.6,8235.752,599.0,471.0,492.0,6312111626643921368,7998.88496,7664.3
22110,4,3,321,146,606.088,17828.96,20182.876,321.0,146.0,48.0,6312111627189164300,17425.30248,18934.8488
22112,4,3,656,805,7354.2,15332.080000000002,2390.064,656.0,805.0,240.0,6312111626965474892,15284.278720000002,1316.8183999999997
22113,4,3,636,698,1507.576,2628.04,23520.519999999997,636.0,698.0,217.0,6312111626992271019,2157.6296,23336.557199999996
22114,4,3,809,787,16837.576,6620.280000000001,5939.731999999998,809.0,787.0,417.0,6312111626721979651,6501.485360000001,5476.312399999998
22115,4,3,874,536,307.328,401.24,438.1239999999999,874.0,536.0,123.0,6312111627106445821,392.47752,410.0371999999999
22116,4,3,127,533,11903.36,14811.76,4794.544,127.0,533.0,351.0,6312111626850135041,14715.86912,3757.7208
22117,4,3,271,513,12164.264000000001,11131.88,3524.9160000000006,271.0,513.0,80.0,6312111627151882732,11061.381679999999,2745.6844000000006
22119,4,3,227,423,404.096,17569.280000000002,20131.672,227.0,423.0,445.0,6312111626735960239,17166.64656,18901.822399999997
22120,4,3,621,266,9666.831999999999,24414.32,3412.784000000001,621.0,266.0,6.0,6312111627214795378,24346.06432,1703.781600000001
22121,4,3,348,217,22003.072,8362.52,7510.735999999999,348.0,217.0,616.0,6312111626490134900,8212.30528,6925.359599999999
22122,4,3,129,95,15013.207999999999,12405.400000000001,4465.900000000001,129.0,95.0,640.0,6312111626462173724,12316.082000000002,3597.5220000000004
22123,4,3,490,433,868.952,1111.6,587.1120000000001,490.0,433.0,576.0,6312111626536736860,1099.8577599999999,509.30000000000007
22125,4,3,328,531,11345.991999999998,30183.920000000002,3025.388,328.0,531.0,474.0,6312111626697513622,30123.41224,912.5135999999998
22126,4,3,362,531,15663.76,9263.56,9073.988000000001,362.0,531.0,574.0,6312111626590329114,9082.08024,8425.538800000002
22128,4,3,660,668,15360.912000000002,15801.680000000002,6640.200000000001,660.0,668.0,510.0,6312111626664892250,15668.876000000002,5534.0824
22131,4,3,542,99,4415.263999999999,11275.240000000002,1447.856,542.0,99.0,102.0,6312111627102950674,11246.282880000002,658.5891999999998
22132,4,3,869,196,3057.4320000000002,2260.76,19994.516000000003,869.0,196.0,345.0,6312111626843144747,1860.8696800000002,19836.262800000004
22133,4,3,956,219,21756.503999999997,4247.52,9077.524,956.0,219.0,652.0,6312111626457513528,4065.9695200000006,8780.1976
22134,4,3,868,220,19809.328,7227.0,6572.812000000001,868.0,220.0,254.0,6312111626963144794,7095.54376,6066.9220000000005
22135,4,3,592,295,3821.944,9684.92,1255.144,592.0,295.0,446.0,6312111626739455386,9659.81712,577.1995999999999
22137,4,3,630,492,28471.968,5577.32,12218.988000000001,630.0,492.0,199.0,6312111626989940921,5332.94024,11828.575600000002
22138,4,3,569,290,3889.9279999999994,9818.000000000002,1444.6599999999999,569.0,290.0,422.0,6312111626730134994,9789.106800000001,757.3999999999996
22140,4,3,625,808,560.112,536.4399999999999,609.6199999999999,625.0,808.0,593.0,6312111626554212595,524.2475999999999,572.0691999999999
22141,4,3,624,897,1459.9759999999997,1398.1200000000001,20755.096,624.0,897.0,610.0,6312111626501785390,983.01808,20657.227600000002
22142,4,3,258,758,9988.104,2924.7200000000003,7760.636,258.0,758.0,647.0,6312111626467998969,2769.5072800000003,7555.9056
22144,4,3,143,1010,12867.736,2464.4,5596.672,143.0,1010.0,572.0,6312111626587999016,2352.4665600000003,5424.164
22147,4,3,484,565,1212.12,1369.9199999999996,902.6999999999998,484.0,565.0,595.0,6312111626556542693,1351.8659999999995,806.8055999999998
22148,4,3,758,361,3737.0479999999993,9437.68,1257.252,758.0,361.0,348.0,6312111626848969992,9412.53496,596.6143999999998
22149,4,3,174,921,6921.88,6008.800000000002,10261.608,174.0,921.0,184.0,6312111627030717636,5803.5678400000015,9840.992
22150,4,3,423,696,11491.704,17840.4,6448.847999999999,423.0,696.0,632.0,6312111626508775684,17711.42304,5200.019999999999
22151,4,3,134,575,14438.088,18343.680000000008,4464.88,134.0,575.0,315.0,6312111626882756413,18254.382400000006,3180.8223999999996
22152,4,3,364,486,603.96,769.0400000000001,571.88,364.0,486.0,307.0,6312111626892076805,757.6024000000001,518.0472
22155,4,3,778,716,9765.784,23967.2,3839.6200000000003,778.0,716.0,553.0,6312111626563532987,23890.407600000002,2161.916
22156,4,3,624,715,21027.271999999997,7921.4000000000015,7389.084000000001,624.0,715.0,451.0,6312111626687028181,7773.618320000001,6834.586
22157,4,3,320,194,569.5200000000001,553.84,647.496,320.0,194.0,35.0,6312111627171688565,540.89008,608.7271999999999
22158,4,3,266,476,15480.751999999995,14991.68,5106.732000000001,266.0,476.0,628.0,6312111626522756272,14889.54536,4057.3144000000007
22159,4,3,607,671,378.728,408.52000000000004,469.064,607.0,671.0,517.0,6312111626614795143,399.13872000000003,440.4676
22160,4,3,747,852,9487.519999999999,8027.8,2675.936,747.0,852.0,573.0,6312111626586833967,7974.28128,2113.9900000000002
22161,4,3,730,761,390.31999999999994,504.68,508.708,730.0,761.0,637.0,6312111626512270831,494.50584000000003,473.3804
22162,4,3,787,76,2892.848,2266.5999999999995,18972.068,787.0,76.0,580.0,6312111626541397056,1887.1586399999994,18813.406
22164,4,3,130,24,1300.7119999999995,1198.76,17039.508,130.0,24.0,522.0,6312111626604309702,857.96984,16955.594800000003
22165,4,3,623,27,5869.527999999998,5793.68,9995.728,623.0,27.0,157.0,6312111627071494351,5593.76544,9590.170399999999
22166,4,3,870,52,709.3520000000001,13560.920000000002,14810.060000000003,870.0,52.0,17.0,6312111627225280819,13264.718800000002,13860.795600000003
22167,4,3,676,243,14114.127999999999,4669.280000000001,10911.892,676.0,243.0,466.0,6312111626706834014,4451.042160000001,10585.0424
22168,4,3,957,266,1237.6559999999997,1229.08,19243.048000000006,957.0,266.0,513.0,6312111626610134947,844.2190399999997,19157.012400000007
22169,4,3,237,311,7603.176000000001,8240.84,15388.739999999998,237.0,311.0,219.0,6312111626994601117,7933.0652,14811.881199999998
22171,4,3,848,671,8699.543999999998,21887.72,2316.5559999999996,848.0,671.0,507.0,6312111626659067005,21841.388880000002,784.4155999999994
22172,4,3,840,699,8649.032,8116.959999999999,2599.368,840.0,699.0,433.0,6312111626740620435,8064.972639999999,2031.1808
22173,4,3,296,715,8824.983999999999,10990.6,8264.448,296.0,715.0,346.0,6312111626846639894,10825.31104,7495.106
22175,4,3,473,831,934.528,1108.7599999999998,862.7159999999998,473.0,831.0,382.0,6312111626814018522,1091.5056799999998,785.1027999999998
22176,4,3,544,1013,4760.0,4762.399999999999,8774.447999999999,544.0,1013.0,226.0,6312111626949164206,4586.911039999999,8441.079999999998
22178,4,3,301,438,442.96,548.56,578.476,301.0,438.0,30.0,6312111627224115770,536.9904799999999,540.0768
22179,4,3,176,694,10400.04,12637.92,5288.699999999999,176.0,694.0,174.0,6312111627019067146,12532.146,4404.045599999999
22181,4,3,789,923,10424.119999999999,7487.120000000002,4150.312,789.0,923.0,479.0,6312111626701008769,7404.113760000002,3626.2135999999996
22183,4,3,360,895,9084.488,11273.280000000002,11410.467999999999,360.0,895.0,95.0,6312111627148387585,11045.070640000002,10621.338399999999
22184,4,3,657,714,10204.375999999997,8824.44,4153.78,657.0,714.0,336.0,6312111626853630188,8741.3644,3536.0692
22185,4,3,548,470,19641.943999999996,8728.000000000002,9267.652000000002,548.0,470.0,654.0,6312111626459843626,8542.646960000002,8656.692000000001
22187,4,3,47,164,6971.216,13627.960000000001,1922.6999999999998,47.0,164.0,305.0,6312111626889746707,13589.506000000001,968.7427999999996
22188,4,3,874,445,18600.623999999996,16679.36,8525.432,874.0,445.0,292.0,6312111626876931168,16508.85136,7357.8768
22189,4,3,125,483,422.29600000000005,682.1600000000001,408.47600000000006,125.0,483.0,244.0,6312111626970135088,673.99048,360.7248000000001
22191,4,3,424,470,15584.688,11541.48,10739.036000000002,424.0,470.0,655.0,6312111626458678577,11326.699279999999,9931.132400000002
22192,4,3,740,935,7705.5999999999985,5662.96,7471.6359999999995,740.0,935.0,269.0,6312111626903727295,5513.52728,7075.2288
22193,4,3,868,341,5229.615999999999,5442.84,10755.151999999998,868.0,341.0,173.0,6312111627015571999,5227.73696,10374.153199999999
22194,4,3,568,28,1487.08,1408.6400000000003,21047.088,568.0,28.0,87.0,6312111627157707977,987.6982400000004,20948.4832
22195,4,3,815,76,5972.792000000001,6343.280000000001,11575.231999999998,815.0,76.0,536.0,6312111626620620388,6111.775360000001,11131.202399999998
22196,4,3,292,311,5363.4,14643.720000000001,4277.948,292.0,311.0,544.0,6312111626574018428,14558.16104,3252.8876
22197,4,3,402,29,4161.079999999999,4112.240000000001,1575.6960000000001,402.0,29.0,385.0,6312111626759261219,4080.726080000001,1287.8392000000001
22198,4,3,669,652,598.3039999999999,596.8000000000001,577.456,669.0,652.0,535.0,6312111626635766025,585.25088,535.6800000000001
22199,4,3,812,744,5169.192000000001,5634.159999999999,10077.735999999999,812.0,744.0,369.0,6312111626815183571,5432.605279999999,9683.344799999999
22201,4,3,442,831,13884.919999999998,8254.12,7285.927999999999,442.0,831.0,543.0,6312111626626445633,8108.401440000001,6708.139599999999
22202,4,3,561,740,11827.592,3478.8399999999997,9198.768,561.0,740.0,312.0,6312111626881591364,3294.86464,8955.2492
22203,4,3,129,72,5503.6799999999985,16547.480000000003,2009.536,129.0,72.0,640.0,6312111626462173724,16507.289280000005,851.2123999999997
22204,4,3,420,831,12919.312000000002,7709.279999999999,6827.1320000000005,420.0,831.0,543.0,6312111626626445633,7572.737359999999,6287.482400000001
22205,4,3,634,749,6645.687999999998,19599.480000000007,12052.524,634.0,749.0,430.0,6312111626720814602,19358.429520000005,10680.560399999998
22206,4,3,424,559,11820.367999999999,19604.4,10336.204,424.0,559.0,452.0,6312111626690523328,19397.67592,8963.895999999999
22207,4,3,964,515,9629.031999999997,15276.36,6986.184000000001,964.0,515.0,89.0,6312111627141397291,15136.636320000001,5916.838800000001
22208,4,3,178,469,4015.8720000000003,18438.800000000003,17146.404000000002,178.0,469.0,383.0,6312111626812853473,18095.87192,15855.688000000002
22211,4,3,378,893,8521.688000000002,10878.96,10909.512,378.0,893.0,95.0,6312111627148387585,10660.76976,10147.9848
22212,4,3,238,801,13446.103999999996,11776.04,8523.8,238.0,801.0,627.0,6312111626519261125,11605.564,7699.477199999999
22213,4,3,168,843,347.25600000000003,372.79999999999995,382.976,168.0,843.0,98.0,6312111627098290478,365.14047999999997,356.88
22214,4,3,578,624,5740.280000000001,11433.639999999998,3705.2519999999995,578.0,624.0,276.0,6312111626932853520,11359.534959999997,2904.8971999999994
22215,4,3,294,25,4099.255999999999,11966.56,2268.8879999999995,294.0,25.0,570.0,6312111626585668918,11921.18224,1431.2287999999994
22216,4,3,375,290,4504.527999999999,4571.439999999999,1791.2559999999999,375.0,290.0,5.0,6312111627211300231,4535.614879999998,1471.2552
22217,4,3,348,73,5908.6720000000005,6092.0,2487.644,348.0,73.0,337.0,6312111626852465139,6042.24712,2061.2039999999997
22219,4,3,347,967,353.36,344.71999999999997,347.14,347.0,967.0,470.0,6312111626711494210,337.7772,323.0096
22220,4,3,567,222,352.072,363.84,367.60799999999995,567.0,222.0,505.0,6312111626656736907,356.48783999999995,342.13919999999996
22225,4,3,266,25,10420.984000000002,3151.0799999999995,7859.236000000001,266.0,25.0,60.0,6312111627184504104,2993.8952799999993,7638.660400000001
