,IndexX,IndexY,ImageX,ImageY,R,oldG,oldB,RX,RY,Well_ID,Hash,G,B,PlaneX,PlaneY,Cluster,Label,Barcode
1491,8,2,928,104,17291.736,4915.12,7439.540000000001,928.0,104.0,114.0,-8822299023052685385,4766.3292,7095.481600000001,-0.42963577934194963,-0.5132337311355886,2,PAO1_OD04_2,"[15, 5, 30]"
1492,8,2,928,266,9459.576,2838.84,7498.360000000002,928.0,266.0,122.0,-8822299023062005777,2688.8728,7299.641200000003,-0.3481423214310505,-0.24932050396722744,5,LB1,"[20, 5, 25]"
1493,8,2,280,276,11007.92,2269.6799999999994,4765.576,280.0,276.0,215.0,-8822299023168025236,2174.368479999999,4606.6984,-0.4965741770224973,-0.4820729891954364,2,PAO1_OD04_2,"[15, 5, 30]"
1495,8,2,924,370,9349.815999999999,2865.5200000000004,7567.379999999999,924.0,370.0,338.0,-8822299023313656361,2714.172400000001,7366.793599999999,-0.34150162355791946,-0.24173987439105643,5,LB1,"[20, 5, 25]"
1496,8,2,278,431,12044.535999999998,2470.360000000001,5310.528,278.0,431.0,34.0,-8822299022996763033,2364.149440000001,5137.6028000000015,-0.49525446678872864,-0.47431422918584765,2,PAO1_OD04_2,"[15, 5, 30]"
1497,8,2,305,717,5450.592,5988.880000000003,11171.243999999999,305.0,717.0,281.0,-8822299023244918470,5765.455120000002,10752.0224,0.014332762362816998,-0.021122689892143165,6,LB2,"[25, 10, 15]"
1498,8,2,514,588,5239.752,5674.8,10623.368,514.0,588.0,18.0,-8822299022940840681,5462.332640000001,10226.132,0.010635432718838711,-0.022742149901598285,6,LB2,"[25, 10, 15]"
1499,8,2,953,607,4603.536,5095.36,9306.071999999998,953.0,607.0,240.0,-8822299023199481559,4909.23856,8949.396799999999,0.016558321014305627,-0.030515249209559947,6,LB2,"[25, 10, 15]"
1501,8,2,11,664,8372.952,2548.16,6793.2,11.0,664.0,289.0,-8822299023291520430,2412.2960000000003,6614.8288,-0.3425649247709067,-0.2396782064778012,5,LB1,"[20, 5, 25]"
1502,8,2,98,821,4385.527999999998,4652.68,8823.204,98.0,821.0,318.0,-8822299023290355381,4476.2159200000015,8497.5164,0.00522418111879569,-0.020981741922515285,6,LB2,"[25, 10, 15]"
1503,8,2,601,852,9675.4,2741.92,7448.991999999998,601.0,852.0,51.0,-8822299022976957200,2592.94016,7257.057599999999,-0.3627306304872941,-0.2566545696839109,5,LB1,"[20, 5, 25]"
1504,8,2,482,874,5424.664000000002,5772.199999999999,10849.672,482.0,874.0,95.0,-8822299023028219356,5555.206559999999,10445.618,0.006092862696429335,-0.02493537351570202,6,LB2,"[25, 10, 15]"
1505,8,2,894,711,12777.799999999996,4988.959999999999,5047.096000000001,894.0,711.0,24.0,-8822299022947830975,4888.018079999999,4697.8688,-0.35279432959043466,-0.5798663408937872,7,PAO1_OD04_1,"[10, 10, 30]"
1507,8,2,574,411,3205.4400000000005,9061.4,1375.7079999999999,574.0,411.0,357.0,-8822299023370743762,9033.88584,741.41,0.44900735303769956,-0.8857676468978972,1,PAO1_starter1,"[0, 35, 15]"
1508,8,2,487,283,1487.3039999999999,1419.7600000000002,22382.540000000005,487.0,283.0,53.0,-8822299022979287298,972.1092,22283.156800000004,-0.020822202382371757,0.8011998591900518,4,LB4,"[45, 0, 5]"
1509,8,2,365,562,21428.12,4233.52,9447.851999999997,365.0,562.0,50.0,-8822299022978122249,4044.562960000001,9151.505599999997,-0.5020639547949597,-0.471380790100457,2,PAO1_OD04_2,"[15, 5, 30]"
1510,8,2,74,122,18293.016,6923.280000000002,6029.968000000002,74.0,122.0,9.0,-8822299022965306710,6802.680640000001,5545.3384000000015,-0.3749982774733317,-0.6380449686010345,7,PAO1_OD04_1,"[10, 10, 30]"
1511,8,2,486,302,312.70399999999995,17931.920000000002,20254.480000000003,486.0,302.0,53.0,-8822299022979287298,17526.830400000006,18999.2456,0.46728274932014585,0.03148071678812364,0,LB3,"[30, 20, 0]"
1512,8,2,633,435,1334.8720000000005,1389.84,22328.004000000004,633.0,435.0,168.0,-8822299023152879599,943.27992,22230.71520000001,-0.015977567550662063,0.8140956977859695,4,LB4,"[45, 0, 5]"
1513,8,2,217,926,219.856,273.96,251.668,217.0,926.0,137.0,-8822299023114432982,268.92664,232.4908,0.06803333836887165,-0.3553324242744887,6,LB2,"[25, 10, 15]"
1514,8,2,100,665,20457.752000000004,4003.4,8902.491999999998,100.0,665.0,339.0,-8822299023312491312,3825.35016,8622.253999999999,-0.5054618390734356,-0.4759361389024394,2,PAO1_OD04_2,"[15, 5, 30]"
1516,8,2,246,869,19168.631999999998,3687.76,8252.208,246.0,869.0,277.0,-8822299023240258274,3522.7158400000008,7994.0648,-0.5098812371714613,-0.4789664461230461,2,PAO1_OD04_2,"[15, 5, 30]"
1517,8,2,772,943,4799.704000000001,8901.560000000001,4513.0920000000015,772.0,943.0,346.0,-8822299023322976753,8811.298160000002,3889.982800000001,0.2292210506533685,-0.5554555576282261,3,PAO1_starter2,"[5, 20, 25]"
1518,8,2,334,927,3928.064,10165.12,2602.564,334.0,927.0,250.0,-8822299023211132049,10113.06872,1891.0056,0.3882093285768058,-0.762617476446815,1,PAO1_starter1,"[0, 35, 15]"
1519,8,2,425,510,4797.072,4084.6,1677.696,425.0,510.0,345.0,-8822299023319481606,4051.0460799999996,1391.774,-0.07285486157193966,-0.7281662757523906,3,PAO1_starter2,"[5, 20, 25]"
1520,8,2,631,642,5330.191999999999,5950.52,11096.784,631.0,642.0,208.0,-8822299023162199991,5728.584320000001,10680.2476,0.01832613651220466,-0.01741240643521952,6,LB2,"[25, 10, 15]"
1523,8,2,396,565,336.84,354.72000000000014,365.29600000000016,396.0,565.0,55.0,-8822299022981617396,347.41408000000007,340.4656000000001,0.010318997679443498,-0.3354951473167764,6,LB2,"[25, 10, 15]"
1525,8,2,246,850,5039.552,5349.36,10030.135999999997,246.0,850.0,277.0,-8822299023240258274,5148.75728,9655.680799999996,0.005503191624252168,-0.026840795518075777,6,LB2,"[25, 10, 15]"
1526,8,2,41,945,12008.471999999998,4272.6399999999985,4271.556000000001,41.0,945.0,251.0,-8822299023209967000,4187.208879999999,3972.4712,-0.38780266476451525,-0.6060649300696864,7,PAO1_OD04_1,"[10, 10, 30]"
1528,8,2,366,591,10139.696,13070.48,5898.727999999999,366.0,591.0,102.0,-8822299023075986365,12952.50544,4983.794399999999,0.10018556264325196,-0.644978263396124,3,PAO1_starter2,"[5, 20, 25]"
1529,8,2,44,203,11217.416,4649.440000000001,14790.612000000005,44.0,203.0,211.0,-8822299023163365040,4353.62776,14465.151200000002,-0.22851723559327966,-0.036818663664713314,6,LB2,"[25, 10, 15]"
1531,8,2,772,814,16105.543999999994,5953.96,5336.98,772.0,814.0,307.0,-8822299023275209744,5847.2204,4920.202799999999,-0.38173393818602935,-0.6338176753328526,7,PAO1_OD04_1,"[10, 10, 30]"
1533,8,2,309,304,4255.44,10736.920000000006,1252.1519999999996,309.0,304.0,149.0,-8822299023091132002,10711.876960000003,500.5675999999994,0.4174091767336025,-0.9352765275615684,1,PAO1_starter1,"[0, 35, 15]"
1534,8,2,487,197,3866.856,9194.96,1146.276,487.0,197.0,322.0,-8822299023332297145,9172.03448,502.6288,0.3917712902299985,-0.925764784643869,1,PAO1_starter1,"[0, 35, 15]"
1535,8,2,517,104,263.31199999999995,16011.0,18378.632,517.0,104.0,172.0,-8822299023157539795,15643.42736,17257.861999999994,0.46375094918372933,0.04073990292642543,0,LB3,"[30, 20, 0]"
1536,8,2,867,339,3431.512000000001,3111.120000000001,1291.9320000000002,867.0,339.0,131.0,-8822299023107442688,3085.2813600000004,1074.1536,-0.04561099449442085,-0.7169908825182992,3,PAO1_starter2,"[5, 20, 25]"
1537,8,2,516,122,5427.8,5911.280000000002,10711.904,516.0,122.0,172.0,-8822299023157539795,5697.0419200000015,10298.1144,0.012567916209988372,-0.038590729853105576,6,LB2,"[25, 10, 15]"
1546,8,2,130,590,5538.736,14772.96,1574.4720000000002,130.0,590.0,47.0,-8822299023009578572,14741.47056,540.3647999999998,0.4420020181425032,-0.94809318239574,1,PAO1_starter1,"[0, 35, 15]"
1547,8,2,576,20,4595.752,11978.559999999998,1344.1560000000004,576.0,20.0,42.0,-8822299023006083425,11951.676879999995,505.65680000000015,0.43135447848169123,-0.9406961520643694,1,PAO1_starter1,"[0, 35, 15]"
1549,8,2,334,795,17955.728,6686.079999999999,6174.74,334.0,795.0,355.0,-8822299023368413664,6562.585199999999,5706.7144,-0.37694399987909366,-0.6223848344806806,7,PAO1_OD04_1,"[10, 10, 30]"
1550,8,2,634,383,19008.192000000006,7689.0,6875.343999999999,634.0,383.0,328.0,-8822299023339287439,7551.49312,6337.1140000000005,-0.34826181228783337,-0.6147276227766928,7,PAO1_OD04_1,"[10, 10, 30]"
1552,8,2,43,224,18877.936,3948.280000000001,8255.267999999998,43.0,224.0,211.0,-8822299023163365040,3783.174640000001,7978.888399999998,-0.4926488848871714,-0.4791848139692372,2,PAO1_OD04_2,"[15, 5, 30]"
1554,8,2,924,707,3448.76,3256.36,1135.5320000000004,924.0,707.0,155.0,-8822299023098122296,3233.649360000001,907.5868000000003,-0.028341337131848998,-0.760846572022508,3,PAO1_starter2,"[5, 20, 25]"
1555,8,2,247,664,4728.752,3869.240000000001,1565.02,247.0,664.0,210.0,-8822299023164530089,3837.939600000001,1294.1732,-0.09033816182126336,-0.7375132452885879,3,PAO1_starter2,"[5, 20, 25]"
1556,8,2,482,850,2327.696000000001,8195.4,1231.0720000000006,482.0,850.0,95.0,-8822299023028219356,8170.77856,657.3940000000002,0.5237676052361089,-0.8821438247565728,1,PAO1_starter1,"[0, 35, 15]"
1557,8,2,131,404,8359.399999999998,7680.44,12192.876,131.0,404.0,33.0,-8822299022993267886,7436.582480000001,11655.2452,-0.03361662111280833,-0.1508397849549291,6,LB2,"[25, 10, 15]"
1558,8,2,102,379,15067.752,3747.44,21273.392,102.0,379.0,321.0,-8822299023328801998,3321.9721600000007,21011.071199999995,-0.29811022170187984,0.06653030772727009,5,LB1,"[20, 5, 25]"
1559,8,2,246,952,5198.480000000001,11384.160000000002,8741.264000000001,246.0,952.0,309.0,-8822299023277539842,11209.334720000004,7944.372800000001,0.24683017552584943,-0.34754339473811685,6,LB2,"[25, 10, 15]"
1560,8,2,801,915,1011.024,965.7999999999997,15514.54,801.0,915.0,160.0,-8822299023143559207,655.5091999999997,15446.934,-0.02077397851909288,0.8052372227645372,4,LB4,"[45, 0, 5]"
1562,8,2,897,525,1112.3839999999998,1172.0800000000004,17116.892,897.0,525.0,315.0,-8822299023284530136,829.7421600000001,17034.8464,-0.01489393732885283,0.795317598330342,4,LB4,"[45, 0, 5]"
1563,8,2,543,515,1513.4,1478.6799999999996,23767.836,543.0,515.0,221.0,-8822299023175015530,1003.3232799999997,23664.3284,-0.019482667321177705,0.8077446765117879,4,LB4,"[45, 0, 5]"
1569,8,2,748,213,237.72000000000003,16271.96,19056.456000000002,748.0,213.0,200.0,-8822299023190161167,15890.83088,17917.4188,0.4597639904847615,0.05254272199657323,0,LB3,"[30, 20, 0]"
1570,8,2,310,72,18113.872,6800.56,6108.779999999999,310.0,72.0,127.0,-8822299023065500924,6678.3844,5632.740799999999,-0.37585829588835584,-0.6297294121032819,7,PAO1_OD04_1,"[10, 10, 30]"
1571,8,2,747,230,21208.768,4196.719999999998,9142.6,747.0,230.0,200.0,-8822299023190161167,4013.868,8848.8296,-0.504671568927167,-0.4805724118894376,2,PAO1_OD04_2,"[15, 5, 30]"
1573,8,2,630,589,22266.664000000004,4391.72,9792.136000000002,630.0,589.0,232.0,-8822299023227442735,4195.8772800000015,9484.7156,-0.5027028009487438,-0.47229822672355193,2,PAO1_OD04_2,"[15, 5, 30]"
1575,8,2,485,492,1471.6799999999996,1376.08,22604.356,485.0,492.0,236.0,-8822299023232102931,923.99288,22508.0304,-0.021992195853049845,0.8076050896475345,4,LB4,"[45, 0, 5]"
1576,8,2,483,508,11425.679999999995,3300.64,9061.0,483.0,508.0,236.0,-8822299023232102931,3119.42,8829.9552,-0.35534718223895345,-0.24449759588161296,5,LB1,"[20, 5, 25]"
1577,8,2,571,876,4094.3840000000014,4351.16,1660.764,571.0,876.0,204.0,-8822299023194821363,4317.94472,1356.1827999999996,0.022885853135585887,-0.7223358344363195,3,PAO1_starter2,"[5, 20, 25]"
1578,8,2,482,696,9226.224,8993.92,5978.967999999999,482.0,696.0,252.0,-8822299023213462147,8874.34064,5349.3935999999985,-0.015005713715931956,-0.5437609273968584,3,PAO1_starter2,"[5, 20, 25]"
1579,8,2,129,612,8948.576000000001,8377.640000000001,3227.8920000000003,129.0,612.0,47.0,-8822299023009578572,8313.082160000002,2641.4572,-0.03192936525289769,-0.7345684680792606,3,PAO1_starter2,"[5, 20, 25]"
1580,8,2,866,550,4733.120000000001,7711.56,1387.064,866.0,550.0,275.0,-8822299023237928176,7683.81872,847.2547999999997,0.22245594619460884,-0.872249330692817,1,PAO1_starter1,"[0, 35, 15]"
1581,8,2,13,404,7887.376000000001,7138.079999999999,2279.36,13.0,404.0,125.0,-8822299023063170826,7092.492799999999,1779.6944,-0.04742863465558589,-0.7876204315396477,3,PAO1_starter2,"[5, 20, 25]"
1582,8,2,99,689,2832.8720000000008,7210.8,929.0840000000003,99.0,689.0,339.0,-8822299023312491312,7192.21832,424.32800000000015,0.4171855491378202,-0.9187843788035848,1,PAO1_starter1,"[0, 35, 15]"
1583,8,2,512,794,9260.832,5325.160000000002,4888.588000000002,512.0,794.0,229.0,-8822299023221617490,5227.388240000001,4515.826800000002,-0.2122413058392429,-0.5247510395554146,7,PAO1_OD04_1,"[10, 10, 30]"
1584,8,2,335,772,3237.696,8018.920000000001,1117.7160000000001,335.0,772.0,355.0,-8822299023368413664,7996.5656800000015,556.3915999999998,0.4036137410699945,-0.9056215823182955,1,PAO1_starter1,"[0, 35, 15]"
1585,8,2,864,707,6915.5520000000015,11310.64,3016.7520000000004,864.0,707.0,190.0,-8822299023141229109,11250.30496,2225.0072,0.21258309240779127,-0.7817643055692841,3,PAO1_starter2,"[5, 20, 25]"
1586,8,2,747,286,4586.4,12095.919999999995,1331.44,747.0,286.0,43.0,-8822299023004918376,12069.291199999996,484.7256000000003,0.43656413302621666,-0.9434406285849478,1,PAO1_starter1,"[0, 35, 15]"
1587,8,2,189,458,16970.519999999997,6467.399999999999,5918.108000000001,189.0,458.0,89.0,-8822299023021229062,6349.037839999999,5465.390000000001,-0.3689943167185533,-0.6202605590686383,7,PAO1_OD04_1,"[10, 10, 30]"
1588,8,2,101,562,18315.64,6846.560000000001,6257.223999999998,101.0,562.0,71.0,-8822299023037539748,6721.415520000001,5777.964799999999,-0.37625237172000014,-0.6249903624921576,7,PAO1_OD04_1,"[10, 10, 30]"
1589,8,2,248,642,23609.376,4711.5999999999985,10354.836,248.0,642.0,210.0,-8822299023164530089,4504.503279999999,10025.024,-0.5009287388192565,-0.47428881599450134,2,PAO1_OD04_2,"[15, 5, 30]"
1592,8,2,892,785,4391.184,4813.48,8749.832,892.0,785.0,167.0,-8822299023149384452,4638.483359999998,8412.8884,0.014177931456989534,-0.03536058410742893,6,LB2,"[25, 10, 15]"
1594,8,2,957,417,8811.936,2655.5999999999995,7112.8,957.0,417.0,39.0,-8822299023000258180,2513.344,6926.908,-0.34508695615013385,-0.24097779400475167,5,LB1,"[20, 5, 25]"
1595,8,2,893,764,4627.839999999998,11294.880000000005,2355.6559999999995,893.0,764.0,167.0,-8822299023149384452,11247.766880000005,1565.0143999999993,0.3795694415766825,-0.8205322648918847,1,PAO1_starter1,"[0, 35, 15]"
1596,8,2,310,96,4555.880000000001,3938.72,1509.396,310.0,96.0,127.0,-8822299023065500924,3908.53208,1233.6855999999998,-0.06674998967426371,-0.7455819397356286,3,PAO1_starter2,"[5, 20, 25]"
1598,8,2,805,444,6004.6,5015.760000000001,2142.136,805.0,444.0,263.0,-8822299023261229156,4972.9172800000015,1791.0328,-0.08079873701681861,-0.7194618357169023,3,PAO1_starter2,"[5, 20, 25]"
1599,8,2,14,331,15128.960000000005,27855.76,4051.9159999999997,14.0,331.0,336.0,-8822299023311326263,27774.721680000002,2102.0128000000004,0.28098136971577276,-0.9065890294867415,1,PAO1_starter1,"[0, 35, 15]"
1601,8,2,957,313,12469.911999999995,7995.480000000001,4017.44,957.0,313.0,133.0,-8822299023109772786,7915.1312000000025,3457.7563999999993,-0.19103380795936376,-0.709953826059923,3,PAO1_starter2,"[5, 20, 25]"
1604,8,2,835,502,3811.976,10754.559999999998,1234.5400000000004,835.0,502.0,161.0,-8822299023142394158,10729.869199999996,481.7208000000003,0.46046945179326915,-0.9358713104465345,1,PAO1_starter1,"[0, 35, 15]"
1605,8,2,42,512,8801.351999999999,8596.279999999999,6876.364000000001,42.0,512.0,319.0,-8822299023289190332,8458.752719999999,6274.6244000000015,-0.014557179657906316,-0.46677742768938213,3,PAO1_starter2,"[5, 20, 25]"
1607,8,2,745,653,8495.928,14082.72,2325.3279999999995,745.0,653.0,15.0,-8822299022972297004,14036.213440000001,1339.5375999999994,0.23208612308822335,-0.8877718154843288,1,PAO1_starter1,"[0, 35, 15]"
1609,8,2,247,766,7172.256000000001,6367.56,2076.856,247.0,766.0,30.0,-8822299022954821269,6326.0228799999995,1631.1267999999998,-0.0559330047655911,-0.784376619346491,3,PAO1_starter2,"[5, 20, 25]"
1610,8,2,544,461,5166.28,9531.999999999998,2422.228,544.0,461.0,186.0,-8822299023136568913,9483.555439999998,1754.9879999999996,0.2631711006089315,-0.7860400014155836,1,PAO1_starter1,"[0, 35, 15]"
1611,8,2,544,230,4122.496,3797.32,1470.5000000000002,544.0,230.0,12.0,-8822299022971131955,3767.91,1204.6876000000002,-0.03898651466324654,-0.7350906647073978,3,PAO1_starter2,"[5, 20, 25]"
1612,8,2,456,358,5610.8640000000005,15133.879999999996,1642.8120000000001,456.0,358.0,280.0,-8822299023246083519,15101.023759999998,583.4404,0.4456451522463882,-0.9452048453429419,1,PAO1_starter1,"[0, 35, 15]"
1613,8,2,425,562,5734.792,14689.760000000002,1620.984,425.0,562.0,189.0,-8822299023137733962,14657.34032,592.7007999999996,0.4251903395646351,-0.9435115069430682,1,PAO1_starter1,"[0, 35, 15]"
1614,8,2,277,690,5483.464,13843.48,1476.6879999999999,277.0,690.0,334.0,-8822299023346277733,13813.946240000001,507.6444,0.42062404731643793,-0.9487358748332136,1,PAO1_starter1,"[0, 35, 15]"
1615,8,2,544,356,1282.0639999999999,1254.4800000000002,605.8799999999999,544.0,356.0,246.0,-8822299023206471853,1242.3624000000002,518.0663999999998,-0.013049036632066857,-0.6594460963062923,3,PAO1_starter2,"[5, 20, 25]"
1616,8,2,160,328,3855.7119999999986,9838.640000000003,1107.9919999999997,160.0,328.0,106.0,-8822299023080646561,9816.480160000003,419.2871999999994,0.42300513719802985,-0.9404906767716404,1,PAO1_starter1,"[0, 35, 15]"
1617,8,2,74,19,16202.816000000004,6062.88,5419.123999999999,74.0,19.0,202.0,-8822299023192491265,5954.49752,4994.722399999999,-0.37744199036106774,-0.6320922368608888,7,PAO1_OD04_1,"[10, 10, 30]"
1618,8,2,899,51,1105.6639999999998,1089.8000000000004,16644.631999999998,899.0,51.0,99.0,-8822299023070161120,756.9073600000003,16568.345999999998,-0.018922370123415244,0.7978862013626868,4,LB4,"[45, 0, 5]"
1620,8,2,898,82,3924.592000000001,4545.24,7803.34,898.0,82.0,272.0,-8822299023236763127,4389.1732,7485.1732,0.029405849193006428,-0.052446055489399235,6,LB2,"[25, 10, 15]"
1621,8,2,192,176,8558.255999999998,3459.120000000001,3105.56,192.0,176.0,103.0,-8822299023074821316,3397.0088000000005,2863.4216,-0.34829316585038184,-0.6135390786055098,7,PAO1_OD04_1,"[10, 10, 30]"
1624,8,2,955,629,8307.6,2489.92,6717.108000000002,955.0,629.0,240.0,-8822299023199481559,2355.5778399999995,6542.813600000002,-0.3459272998452683,-0.23947264267614887,5,LB1,"[20, 5, 25]"
1625,8,2,634,205,16369.359999999995,10409.92,5299.58,634.0,205.0,148.0,-8822299023092297051,10303.9284,4570.8856,-0.19413000324476476,-0.7074087732324111,3,PAO1_starter2,"[5, 20, 25]"
1626,8,2,335,824,5427.184,21421.320000000003,9863.4,335.0,824.0,195.0,-8822299023182005824,21224.052000000003,8363.9076,0.45114388735506994,-0.5222691247223673,1,PAO1_starter1,"[0, 35, 15]"
1627,8,2,70,693,13383.272,8488.88,4400.755999999999,70.0,693.0,223.0,-8822299023177345628,8400.86488,3806.5344000000014,-0.1946962260381941,-0.7025060922903621,3,PAO1_starter2,"[5, 20, 25]"
1628,8,2,396,514,7166.376,6916.04,2252.2960000000003,396.0,514.0,212.0,-8822299023166860187,6870.9940799999995,1768.1731999999995,-0.018688501544503744,-0.7762591049638379,3,PAO1_starter2,"[5, 20, 25]"
1630,8,2,398,100,9751.783999999998,9464.24,6950.416,398.0,100.0,20.0,-8822299022943170779,9325.23168,6287.9192,-0.01681661403894752,-0.5042037971122123,3,PAO1_starter2,"[5, 20, 25]"
1631,8,2,162,100,4576.208,12355.12,1397.4,162.0,100.0,201.0,-8822299023188996118,12327.171999999999,532.5415999999997,0.4445399662728467,-0.9389144305397656,1,PAO1_starter1,"[0, 35, 15]"
1639,8,2,12,559,4371.36,11343.52,1244.7399999999998,12.0,559.0,198.0,-8822299023187831069,11318.6252,450.6935999999997,0.4304196425741401,-0.9441543189620998,1,PAO1_starter1,"[0, 35, 15]"
1641,8,2,14,248,5489.903999999999,22436.32,10224.004,14.0,248.0,340.0,-8822299023315986459,22231.83992,8653.461599999999,0.46025680626862336,-0.5242109851315006,1,PAO1_starter1,"[0, 35, 15]"
1645,8,2,14,198,12026.28,6190.84,7167.0639999999985,14.0,198.0,248.0,-8822299023208801951,6047.498720000001,6733.7051999999985,-0.24100716135826475,-0.45712308255725775,7,PAO1_OD04_1,"[10, 10, 30]"
1647,8,2,338,327,4160.52,9638.759999999998,2497.640000000001,338.0,327.0,101.0,-8822299023072491218,9588.8072,1822.9268000000006,0.3485871216845037,-0.7658750236157206,1,PAO1_starter1,"[0, 35, 15]"
1649,8,2,455,413,4658.864000000001,4427.6799999999985,1542.852,455.0,413.0,44.0,-8822299023008413523,4396.82296,1232.9144,-0.02546906336742366,-0.7603339157850315,3,PAO1_starter2,"[5, 20, 25]"
1650,8,2,542,614,7203.056,6401.120000000001,2084.336,542.0,614.0,19.0,-8822299022939675632,6359.433280000001,1636.2576,-0.05550607077417147,-0.7846851963627148,3,PAO1_starter2,"[5, 20, 25]"
1651,8,2,424,696,4363.184000000001,4064.32,1515.4479999999999,424.0,696.0,48.0,-8822299022975792151,4034.01104,1230.9456,-0.03418863229235103,-0.744302530254689,3,PAO1_starter2,"[5, 20, 25]"
1652,8,2,98,845,4484.088,11238.720000000005,1179.12,98.0,845.0,318.0,-8822299023290355381,11215.137600000005,392.4095999999996,0.41829494121268695,-0.9512281262751967,1,PAO1_starter1,"[0, 35, 15]"
1653,8,2,333,949,7542.864,6395.68,2068.22,333.0,949.0,250.0,-8822299023211132049,6354.3156,1620.5223999999996,-0.07659306771066993,-0.7911388683711028,3,PAO1_starter2,"[5, 20, 25]"
1654,8,2,220,152,3550.568000000001,9202.32,1117.92,220.0,152.0,184.0,-8822299023134238815,9179.9616,473.7576,0.42633074506286095,-0.9282418516313398,1,PAO1_starter1,"[0, 35, 15]"
1656,8,2,365,697,4174.183999999998,3948.72,1457.3079999999998,365.0,697.0,194.0,-8822299023183170873,3919.5738400000014,1180.8975999999998,-0.027452250021268387,-0.7453495479935588,3,PAO1_starter2,"[5, 20, 25]"
1657,8,2,188,819,246.792,249.04000000000005,261.052,188.0,819.0,239.0,-8822299023233267980,243.8189600000001,243.6192,-0.004049193511745541,-0.3363955520432449,6,LB2,"[25, 10, 15]"
1658,8,2,604,407,5659.135999999999,15154.760000000002,1574.8799999999994,604.0,407.0,225.0,-8822299023216957294,15123.2624,514.0467999999992,0.44439934980322443,-0.95172463806307,1,PAO1_starter1,"[0, 35, 15]"
1659,8,2,545,335,14465.079999999998,13324.360000000002,4136.848,545.0,335.0,246.0,-8822299023206471853,13241.623040000002,3204.1428,-0.0395801838077427,-0.7926848837081192,3,PAO1_starter2,"[5, 20, 25]"
1660,8,2,73,198,4870.375999999998,12557.0,1368.84,73.0,198.0,164.0,-8822299023148219403,12529.6232,489.84999999999985,0.4281336927088242,-0.9452371012719326,1,PAO1_starter1,"[0, 35, 15]"
1663,8,2,576,102,2844.408,7176.760000000002,1009.596,576.0,102.0,265.0,-8822299023263559254,7156.568080000003,507.2228,0.41036148337535105,-0.9034615149956128,1,PAO1_starter1,"[0, 35, 15]"
1665,8,2,833,785,3856.72,9629.360000000002,1029.656,833.0,785.0,57.0,-8822299022983947494,9608.766880000003,355.6007999999997,0.4161790311426489,-0.9485422843363366,1,PAO1_starter1,"[0, 35, 15]"
1666,8,2,895,554,4248.888,11482.560000000005,1252.0839999999996,895.0,554.0,84.0,-8822299023017733915,11457.518320000005,448.3047999999996,0.44622465028641156,-0.9444985680437226,1,PAO1_starter1,"[0, 35, 15]"
1667,8,2,339,308,5053.944,11966.2,3063.0600000000004,339.0,308.0,101.0,-8822299023072491218,11904.938799999998,2225.4260000000004,0.357114497656543,-0.7679951857322062,1,PAO1_starter1,"[0, 35, 15]"
1669,8,2,605,232,5167.287999999999,14770.600000000002,1592.5600000000006,605.0,232.0,257.0,-8822299023254238862,14738.748800000005,558.6180000000002,0.46770692657860047,-0.9454065553062737,1,PAO1_starter1,"[0, 35, 15]"
1670,8,2,807,212,6306.271999999999,5999.2800000000025,1950.7839999999999,807.0,212.0,68.0,-8822299023036374699,5960.264320000001,1530.8344,-0.025077798300979337,-0.7780976635235326,3,PAO1_starter2,"[5, 20, 25]"
1671,8,2,515,537,302.7360000000001,427.56,375.564,515.0,537.0,297.0,-8822299023300840822,420.04872,345.6348,0.10980024026517216,-0.3529979684384652,6,LB2,"[25, 10, 15]"
1673,8,2,573,721,5360.991999999998,14239.28,1506.6760000000002,573.0,721.0,8.0,-8822299022966471759,14209.14648,509.92639999999983,0.4406437196730811,-0.9492106820324177,1,PAO1_starter1,"[0, 35, 15]"
1674,8,2,132,250,3789.968,9565.079999999998,1098.336,132.0,250.0,162.0,-8822299023145889305,9543.113279999998,428.78040000000016,0.41804992767519217,-0.9376856983494983,1,PAO1_starter1,"[0, 35, 15]"
1675,8,2,370,74,4589.2559999999985,11075.48,5331.744000000001,370.0,74.0,107.0,-8822299023079481512,10968.845120000002,4556.4604,0.31716272381362864,-0.5469490701580055,1,PAO1_starter1,"[0, 35, 15]"
1676,8,2,601,715,9486.96,2791.720000000001,7538.683999999998,601.0,715.0,170.0,-8822299023155209697,2640.946320000001,7343.263599999998,-0.35159744936374104,-0.24572959609814765,5,LB1,"[20, 5, 25]"
1677,8,2,132,226,3701.208,10044.44,1126.1480000000001,132.0,226.0,162.0,-8822299023145889305,10021.91704,423.03719999999976,0.4468144032822856,-0.9401905346732402,1,PAO1_starter1,"[0, 35, 15]"
1680,8,2,216,948,7273.728,18195.28,1769.428,216.0,948.0,137.0,-8822299023114432982,18159.89144,495.7584,0.4198389759744424,-0.9617608719299684,1,PAO1_starter1,"[0, 35, 15]"
1681,8,2,836,343,6565.215999999999,5976.800000000002,2156.076,836.0,343.0,308.0,-8822299023278704891,5933.678480000002,1737.6999999999996,-0.044360153749353426,-0.755882630155523,3,PAO1_starter2,"[5, 20, 25]"
1685,8,2,11,743,5377.008000000002,12985.520000000002,10176.132,11.0,743.0,152.0,-8822299023096957247,12781.997360000005,9267.145600000002,0.269997396674433,-0.32421099748807053,6,LB2,"[25, 10, 15]"
